PLATE,NROW,NCOL,CNAME,SMILES,FORMULA,MW (as put into the well),Formula (as seen in MS),Neutral mass,M+H,M-H,CHARGE,PARENT_CID(KEGG),CAS,CHEBI,HMDB,PC_CID,PC_SID,METLIN_ID
4,F,8,COENZYME A,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O,C21H36N7O16P3S,790.10498,C21H36N7O16P3S,767.11522,768.12302,766.10742,,C00010,55672-92-9,15346,,87642,3312,
4,F,9,OXALOMALIC ACID,O=C(C(O)=O)C(C(C(O)=O)O)C(O)=O,C6H6O8,271.95211,C6H6O8,206.00627,207.01407,204.99847,,C01990,89304-26-7,30926,,439620,5087,45554
4,F,10,INOSINE 5'-TRIPHOSPHATE,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H15N4O14P3,573.92561,C10H15N4O14P3,507.97977,508.98757,506.97197,,C00081,35908-31-7,16039,,8583,3381,
4,F,11,SN-GLYCERO-3-PHOSPHOCHOLINE,C[N+](C)(CCOP([O-])(OCC(O)CO)=O)C,C8H20NO6P,440.94389,C8H21NO6P,258.11011,259.11791,257.10231,,C00670,64681-08-9,16870,,439285,3939,
4,F,12,"2,5-DIMETHYLPYRAZINE",n1c(cnc(c1)C)C,C6H8N2,108.06875,C6H8N2,108.06875,109.07655,107.06095,,CA1233,123-32-0,,,31252,,90594
4,G,1,STACHYOSE,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O,C24H42O21,666.22186,C24H42O21,666.22186,667.22966,665.21406,,C01613,54261-98-2,17164,,439531,4765,
4,G,2,2'-DEOXYCYTIDINE 5'-DIPHOSPHATE,[P](O)(=O)(O[P](=O)(O)O)OC[C@@H]1[C@H](C[C@@H](O1)N2C(=O)N=C(N)C=C2)O,C9H15N3O10P2,410.01304,C9H15N3O10P2,387.02327,388.03107,386.01547,,C00705,151151-32-5,28846,,150855,3972,
4,G,3,"(2R,3R)-(-)-2,3-BUTANEDIOL",O[C@H](C)[C@H](O)C,C4H10O2,90.06808,C4H10O2,90.06808,91.07588,89.06028,,CA1337,24347-58-8,,,225936,,
4,G,4,D-RIBOSE 5-PHOSPHATE,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,C5H11O8P,291.99361,C5H11O8P,230.01916,231.02696,229.01136,,C00117,18265-46-8,17797,,439167,3417,
4,G,5,3-HYDROXYKYNURENINE,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,C10H12N2O4,224.07971,C10H12N2O4,224.07971,225.08751,223.07191,,C02794,2147-61-7,1547,HMDB00732,89,5745,5700
4,G,6,D-(+)-GALACTOSAMINE,[H][C@](N)(C=O)[C@@]([H])(O)[C@@]([H])(O)[C@]([H])(O)CO,C6H13NO5,215.05605,C6H13NO5,179.07938,180.08718,178.07158,,C02262,1772-03-8,28328,,24154,5324,
4,G,7,2'-DEOXYADENOSINE 5'-TRIPHOSPHATE,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n2cnc1c(ncnc12)N)C[C@@H]3O,C10H16N5O12P3,536.98038,C10H16N5O12P3,491.00084,492.00864,489.99304,,C00131,74299-50-6,16284,,15993,3431,
4,G,8,SN-GLYCEROL 3-PHOSPHATE,C(C(COP(=O)(O)O)O)O,C3H9O6P,370.22328,C15H35N2O6P,370.22328,371.23108,369.21548,,C00093,29849-82-9,15978,,439162,3393,
4,G,9,VITAMIN B12,CC1=CC2=C(N(C3C(O)C(OP([O-])(OC(CNC(CCC4(C)C(CC(N)=O)C5C6(C)C(C)(CC(N)=O)C(CCC(N)=O)/C([N-]6)=C(C)/C7=N/C(C(CCC(N)=O)C7(CC(N)=O)C)=C\C8=N/C(C(CCC(N)=O)C8(C)C)=C(C)\C4=N5)=O)C)=O)C(CO)O3)C=N2)C=C1C.[C-]#N.[Co+3],C63H88CoN14O14P,1354.56741,C63H88CoN14O14P,"1,354.56741","1,355.57521","1,353.55961",,C05776,68-19-9,28911,HMDB00607,5311498,53788053,5582
4,G,10,4-HYDROXY-L-PHENYLGLYCINE,O=C(O)[C@@H](N)c1ccc(O)cc1,C8H9NO3,167.05824,C8H9NO3,167.05824,168.06604,166.05044,,CA1445,32462-30-9,,,36143,,
4,G,11,N-ACETYL-DL-SERINE,O=C(O)C(NC(=O)C)CO,C5H9NO4,147.05316,C5H9NO4,147.05316,148.06096,146.04536,,CA1449,97-14-3,,,352294,,
4,G,12,URIDINE 5'-DIPHOSPHATE,C(O[P](O[P](O)(=O)O)(=O)O)[C@H]1[C@@H]([C@@H]([C@H](O1)N2C=CC(NC2=O)=O)O)O,C9H14N2O12P2,467.99231,C9H14N2O12P2,404.00220,405.01000,402.99440,,C00015,27821-45-0,17659,,6031,3317,
4,H,1,GLYCEROL 2-PHOSPHATE,C(C(CO)OP(=O)(O)O)O,C3H9O6P,233.98813,C3H9O6P,172.01367,173.02147,171.00587,,C02979,819-83-0,17270,,2526,5889,
4,H,2,ALPHA-D-GLUCOSE 1-PHOSPHATE,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,C6H13O9P,322.00418,C6H13O9P,260.02972,261.03752,259.02192,,C00103,56401-20-8,16077,,65533,3403,
4,H,3,D-GLUCOSAMINE 6-SULFATE,O=S(=O)(O)OC[C@H]1O[C@@H](O)[C@H](N)[C@@H](O)[C@@H]1O,C6H13NO8S,259.03619,C6H13NO8S,259.03619,260.04399,258.02839,,CA1422,91674-26-9,743540,HMDB00592,72361,,5571
5,A,1,3-METHYGLUTARIC ACID,O=C(O)CC(C)CC(=O)O,C6H10O4,146.05791,C6H10O4,146.05791,147.06571,145.05011,,CA1192,626-51-7,,HMDB00752,12284,,5720
5,A,2,SORBATE,O=C(O)\C=C\C=C\C,C6H8O2,150.00831,C6H8O2,112.05243,113.06023,111.04463,,CA1411,24634-61-5,,,643460,,
5,A,3,MONO-ETHYL MALONATE,C(C(=O)O)C(=O)O,C3H4O4,132.04226,C5H8O4,132.04226,133.05006,131.03446,,C00383,1071-46-1,30794,HMDB00576,70615,3673,5558
5,A,4,DIMETHYL SULFIDE,S(C)C,C2H6S,62.01902,C2H6S,62.01902,63.02682,61.01122,,C00580,75-18-3,17437,HMDB02303,1068,3859,6630
5,A,5,4-HYDROXYBENZOATE,C1=CC(=CC=C1C(=O)O)O,C7H6O3,138.0317,C7H6O3,138.03170,139.03950,137.02390,,C00156,99-96-7,30763,HMDB00500,135,3456,5486
5,A,6,TYRAMINE,C1=CC(=CC=C1CCN)O,C8H11NO,137.08406,C8H11NO,137.08406,138.09186,136.07626,,C00483,51-67-2,15760,HMDB00306,5610,3766,60
5,A,7,CORTISOL,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@@H](O)C[C@@]3([C@](C(CO)=O)(O)CC4)C,C21H30O5,362.20933,C21H30O5,362.20933,363.21713,361.20153,,C00735,50-23-7,17650,HMDB00063,657311,3998,5124
5,A,8,PRENOL,OC\C=C(/C)C,C5H10O,86.07317,C5H10O,86.07317,87.08097,85.06537,,C01390,556-82-1,16019,,11173,4583,
5,A,9,3-HYDROXYBENZALDEHYDE,O=Cc1cc(O)ccc1,C7H6O2,122.03678,C7H6O2,122.03678,123.04458,121.02898,,C03067,100-83-4,16207,,101,5967,
5,A,10,XANTHURENIC ACID,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,C10H7NO4,205.03751,C10H7NO4,205.03751,206.04531,204.02971,,C02470,59-00-7,217069,HMDB00881,5699,5485,5841
5,A,11,2-METHYLPROPANAL OXIME,N(/O)=C/C(C)C,C4H9NO,87.06841,C4H9NO,87.06841,88.07621,86.06061,,C03219,151-00-8,17502,,5324282,6092,64530
5,A,12,PROPIONATE,CCC(=O)O,C3H6O2,96.01873,C3H6O2,74.03678,75.04458,73.02898,,C00163,137-40-6,30768,,1032,3463,
5,B,1,TRIMETHYLAMINE,CN(C)C,C3H9N,95.05018,C3H9N,59.07350,60.08130,58.06570,,C00565,593-81-7,18139,,1146,3844,
5,B,2,MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,C13H16N2O2,232.12118,C13H16N2O2,232.12118,233.12898,231.11338,,C01598,73-31-4,16796,HMDB01389,896,4752,73
5,B,3,MALEIC ACID,C(=CC(=O)O)C(=O)O,C4H4O4,116.01096,C4H4O4,116.01096,117.01876,115.00316,,C01384,110-16-7,18300,HMDB00176,444266,4579,4189
5,B,4,PENTANOATE,CCCCC(=O)O,C5H10O2,102.06808,C5H10O2,102.06808,103.07588,101.06028,,C00803,109-52-4,17418,HMDB00892,7991,4061,110
5,B,5,PROPANOATE,CCC(=O)O,C3H6O2,74.03678,C3H6O2,74.03678,75.04458,73.02898,,C00163,79-09-4,30768,HMDB00237,1032,3463,3215
5,B,6,BILIRUBIN,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,C33H36N4O6,584.26349,C33H36N4O6,584.26349,585.27129,583.25569,,C00486,635-65-4,16990,HMDB00054,5280352,3769,81
5,B,7,(S)-NICOTINE,n1cc(ccc1)C2N(C)CCC2,C10H14N2,162.1157,C10H14N2,162.11570,163.12350,161.10790,,C16150,54-11-5,17688,HMDB01010,89594,4007,
5,B,8,BUTANAL,CCCC=O,C4H8O,72.05752,C4H8O,72.05752,73.06532,71.04972,,C01412,123-72-8,15743,HMDB03543,261,4600,6947
5,B,9,4-HYDROXY-2-QUINOLINECARBOXYLIC ACID,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,C10H7NO3,189.04259,C10H7NO3,189.04259,190.05039,188.03479,,C01717,492-27-3,18344,HMDB00715,3845,4854,5683
5,B,10,2-METHYLPROPANOATE,CC(C)C(=O)O,C4H8O2,88.05243,C4H8O2,88.05243,89.06023,87.04463,,C02632,79-31-2,16135,HMDB01873,6590,5612,106
